93.37,15.58,-50.66,-22.93,-16.60,99.61,-22.91,-78.42,-25.45,-32.15,-12.84,0.21,24.25,-24.69,35.55,-28.66,-4.27,30.83,-6.49,-8.97,
71.94,11.05,-36.72,-39.04,-8.36,93.27,-11.91,-78.60,-8.17,-26.94,16.93,-12.84,-5.73,-48.22,23.80,-36.04,1.99,33.62,18.98,-8.04,
50.64,-6.96,-44.16,-6.97,-3.96,69.71,-16.55,-72.02,-7.22,-27.22,-28.57,-8.99,34.73,-50.40,39.41,-58.97,-1.59,67.26,-16.07,-5.64,
48.80,-1.57,-13.57,10.10,-1.04,62.12,-14.78,-62.65,-8.46,-24.17,-31.19,-7.55,37.93,-28.43,36.51,-59.93,3.44,57.58,10.91,-2.89,
59.98,-2.19,-34.29,2.82,-9.96,64.05,-21.20,-67.85,-17.62,-26.89,-23.36,-0.38,27.08,-22.90,35.01,-52.94,11.87,49.07,3.91,-1.30,
34.87,-9.58,-21.08,-3.04,-1.01,63.37,-24.33,-41.32,-23.70,-5.24,12.82,5.22,-17.93,-16.49,23.52,-35.59,8.92,42.72,-7.48,8.27,
55.10,-15.54,-28.75,0.10,4.59,51.60,-19.91,-61.21,-0.64,-20.14,-23.46,4.26,37.34,-23.18,35.43,-61.34,3.61,59.88,-4.72,-0.39,
51.50,7.42,-16.03,0.47,9.00,65.16,-11.77,-63.35,-16.16,-9.36,-7.71,1.96,18.28,19.41,22.22,-48.75,4.51,57.44,8.38,-0.36,
49.50,-3.57,-13.98,-8.36,11.42,71.64,-14.52,-69.49,-30.33,-6.42,-0.27,3.87,21.43,-22.40,19.52,-52.38,15.06,57.46,-0.10,0.68,
46.48,-7.37,-40.51,4.46,8.55,74.27,-16.30,-72.15,-29.88,-13.02,-15.47,-7.43,26.11,-27.38,37.77,-60.57,6.27,61.45,7.00,-0.09,
52.59,-3.60,-21.80,-6.70,0.18,69.40,-18.67,-75.86,-11.98,-17.27,-12.93,-0.72,43.25,-28.82,32.33,-57.80,15.32,58.96,14.72,3.80,
28.01,-8.56,-4.54,10.06,21.21,42.40,-16.65,-43.38,7.89,-4.82,-55.07,8.42,70.75,-28.19,43.74,-92.50,23.40,72.76,7.37,5.19,
39.60,-17.14,-5.32,10.73,17.15,50.29,-15.93,-38.43,12.18,-6.25,-45.06,16.36,60.52,-9.58,42.35,-78.63,17.94,71.87,10.72,6.87,
53.28,-5.89,-7.19,10.34,16.60,61.19,-19.71,-43.60,-12.21,5.56,-7.51,12.68,35.06,-7.50,24.88,-48.36,27.21,52.92,23.93,2.58,
63.32,-7.05,-29.84,6.40,13.32,81.81,-22.80,-67.04,-5.43,3.89,-18.08,19.47,24.09,-17.65,35.19,-63.60,27.57,58.01,26.72,4.99,
64.44,-5.57,-25.13,7.23,13.64,69.79,-19.81,-62.35,2.59,-1.13,-27.95,17.03,43.77,-6.70,37.25,-60.82,17.51,53.12,11.33,2.05,
57.06,-11.36,-9.54,0.42,12.98,60.07,-19.63,-55.83,-10.13,2.58,2.07,12.95,25.68,-11.49,23.51,-49.23,22.68,55.54,14.23,-0.88,
50.39,-7.20,-32.06,-10.47,8.24,61.94,-13.24,-54.56,-14.53,8.20,-1.28,12.72,25.69,-27.46,26.77,-50.86,20.53,61.69,3.14,1.38,
57.67,-10.62,-13.23,3.52,9.33,58.30,-26.52,-48.99,-5.41,1.94,-10.78,13.97,20.76,-3.32,28.85,-51.95,23.47,58.96,14.64,5.16,
47.09,-8.50,-16.51,-2.33,11.94,50.06,-22.47,-51.07,-9.77,-0.83,-4.49,7.80,31.34,-4.59,22.41,-58.76,22.77,58.23,14.69,2.41,
39.58,-14.50,-0.79,5.49,5.30,41.89,-30.45,-20.39,-13.50,-1.76,-3.61,9.97,23.36,-11.83,25.86,-40.72,23.94,44.84,27.68,0.06,
34.77,-17.79,0.74,2.75,12.95,47.39,-23.77,-35.57,-19.59,-0.10,-10.76,5.62,34.94,-17.77,26.42,-61.94,18.32,62.63,16.41,-0.71,
58.70,-6.52,-10.41,3.24,10.28,50.45,-31.84,-46.71,-4.23,-2.72,-12.48,12.17,38.54,-4.40,29.34,-52.59,29.95,51.15,29.94,3.93,
48.73,-13.24,-11.21,-5.49,21.09,56.94,-26.32,-40.36,-38.22,4.05,-23.81,13.32,55.43,-22.73,35.51,-69.45,30.10,70.08,32.48,5.65,
70.50,3.46,-50.19,-15.13,-6.54,93.47,-23.39,-80.57,-23.26,-21.89,8.37,8.43,11.25,-30.08,40.33,-44.22,13.63,49.65,1.46,7.56,
79.12,0.69,-15.72,18.60,0.89,74.72,-39.74,-81.60,7.47,-17.71,-11.26,6.97,34.86,-18.54,42.07,-49.74,18.39,44.57,24.01,9.95,
69.81,-13.97,-26.93,7.21,8.55,65.95,-30.89,-73.42,-1.32,-12.66,-20.17,16.13,36.37,-15.46,47.07,-56.82,25.94,59.88,12.65,18.48,
72.40,-9.42,-20.84,-6.14,10.32,66.81,-22.95,-56.92,-9.33,-7.36,-37.10,19.42,61.82,-21.64,47.30,-59.40,27.99,61.21,7.61,9.12,
70.08,-10.57,-12.87,-2.21,15.46,69.29,-38.59,-67.52,-19.45,-0.64,-18.45,18.09,39.72,-12.70,40.85,-50.43,21.62,48.85,28.21,10.89,
71.36,-7.52,-31.56,-30.47,10.36,68.28,-31.25,-69.65,-2.37,-4.27,-17.03,21.38,51.01,-19.35,41.61,-57.04,24.59,60.90,12.39,11.55,
64.02,-15.33,-32.49,77.94,8.53,71.70,-27.89,-68.17,-23.64,-6.27,-2.59,24.87,42.41,-32.67,48.03,-48.34,23.48,58.84,4.90,21.58,
64.44,2.70,-36.33,-14.06,-12.20,76.79,-34.67,-57.59,-38.89,-11.46,0.77,12.77,40.99,-42.08,40.24,-21.44,12.06,30.34,42.19,13.53,
68.86,-13.42,-28.39,-19.45,2.41,66.31,-33.04,-71.11,-9.78,-8.81,-9.98,18.21,39.93,-9.33,40.36,-42.50,14.07,44.76,1.50,11.11,
63.20,-20.02,-27.67,-18.87,3.50,63.84,-30.78,-61.41,-13.78,-9.29,-13.11,10.81,55.59,13.28,49.18,-47.58,12.21,49.36,37.99,16.18,
68.39,-5.84,-20.82,-2.14,2.44,71.47,-25.82,-59.35,-42.14,-2.67,9.33,14.31,19.35,-24.41,27.97,-32.23,17.10,30.10,70.72,4.37,
53.69,-12.81,-22.00,-23.09,2.85,64.04,-29.30,-56.79,-24.47,-1.67,8.65,20.20,19.92,-19.34,30.83,-37.09,17.42,50.89,-0.70,11.95,
75.44,-9.18,-30.79,-37.63,-3.11,68.49,-41.67,-64.09,-11.35,-9.60,-12.31,14.38,53.20,-22.35,39.79,-39.37,23.68,30.32,13.11,8.44,
69.84,-8.55,-23.41,-4.88,5.25,65.02,-37.13,-62.35,-1.38,-2.56,-10.19,22.52,53.50,-17.80,35.45,-39.49,20.15,46.80,9.01,10.65,
55.26,-10.90,-22.66,-2.54,7.84,59.80,-27.12,-56.28,2.07,-11.41,-36.49,21.09,55.83,-20.67,48.29,-53.13,19.08,56.17,-10.00,8.91,
63.53,-6.48,-38.58,-21.60,-1.98,63.70,-32.24,-77.86,-44.05,-6.28,4.41,10.67,19.29,-17.83,30.59,-34.61,14.92,46.25,15.61,8.19,
64.95,-8.33,-27.62,-11.99,13.08,61.04,-24.28,-65.70,-10.18,7.29,-0.34,28.57,40.64,-13.46,28.74,-32.70,19.56,60.03,8.55,3.17,
39.71,-11.90,-10.64,-6.33,1.60,58.52,-29.86,-51.62,-19.53,-3.41,-5.62,14.30,24.43,-23.41,30.84,-38.38,16.69,47.41,8.00,6.81,
66.94,-0.11,-23.76,-13.25,-1.44,69.56,-40.76,-70.54,-27.32,-0.41,-0.53,22.23,24.16,-7.38,27.43,-35.22,16.68,47.19,13.53,10.92,
44.93,-9.81,-39.37,-34.53,-9.88,58.23,-48.83,-93.94,-40.25,-14.53,9.61,17.75,10.97,-41.59,38.03,-23.23,9.09,34.89,-13.05,19.04,
49.92,-10.02,-21.56,-15.85,-0.93,53.25,-32.25,-61.56,-17.31,-6.49,2.17,10.76,25.98,-26.35,39.94,-34.31,14.39,46.71,-2.46,14.03,
70.25,-14.96,-29.98,-18.73,6.68,67.64,-37.57,-71.96,-5.71,-2.85,-4.84,24.73,36.69,17.06,39.70,-45.93,24.83,58.01,-0.15,19.94,
54.70,-18.64,-27.05,-13.35,11.17,53.18,-29.47,-56.33,-13.16,-1.63,-28.59,11.89,56.49,-39.81,50.35,-65.99,19.22,67.97,15.92,12.31,
64.16,-8.13,-36.73,-12.68,6.02,69.82,-25.74,-72.52,-31.32,-7.42,-7.58,18.90,39.85,-16.03,42.57,-46.31,20.65,69.50,2.79,16.93,
67.97,-2.97,-50.65,-36.90,-2.20,74.24,-33.41,-88.10,-36.33,-7.27,-11.09,13.74,48.66,-39.56,47.62,-40.51,15.76,55.10,21.45,14.96,
