48.89,5.13,-7.22,-10.55,-9.48,-32.57,-4.48,24.86,-0.50,2.53,-29.89,0.07,29.43,-15.47,12.45,-34.18,-10.39,36.90,-20.48,9.32,
50.23,6.08,-19.83,-1.57,-3.05,-61.04,-4.80,60.99,-9.33,19.04,-63.40,0.39,73.25,-22.85,26.74,-53.45,-15.17,55.34,-20.82,17.32,
47.79,6.34,4.45,-2.19,-2.01,-28.08,-5.84,30.77,-1.16,3.02,-25.53,2.63,38.13,-30.37,8.78,-29.44,-3.87,40.13,-4.98,8.20,
61.17,7.27,-10.90,0.97,3.42,-43.55,2.96,46.64,0.26,16.02,-43.04,4.92,51.63,-8.59,17.26,-34.00,-8.14,31.31,-6.31,9.52,
67.99,18.03,-37.53,1.77,-0.33,-41.75,1.02,41.25,4.03,6.02,-48.24,9.57,59.93,-12.54,18.97,-42.16,-6.81,46.34,-16.83,18.40,
60.56,17.86,-16.67,-3.13,-6.28,-36.85,-1.01,32.20,1.18,3.36,-40.44,6.62,54.86,-21.90,17.11,-39.63,-4.61,47.79,-19.06,17.94,
66.47,13.83,-2.41,1.84,2.95,-41.42,-0.49,48.25,-5.22,5.26,-47.27,7.98,62.76,-13.78,16.23,-41.80,-3.21,48.58,-14.43,12.54,
66.97,29.10,-21.98,3.39,5.62,-39.34,4.62,36.22,2.74,0.31,-47.26,8.67,53.10,-9.63,14.64,-44.99,-6.87,42.75,-11.62,15.80,
67.03,15.08,-11.94,-4.78,0.08,-52.45,-0.19,52.77,-3.48,6.83,-60.13,7.21,77.23,-13.99,25.67,-58.87,-12.05,60.14,-21.10,21.44,
17.20,-6.15,-17.28,5.06,9.23,-35.80,-1.35,37.90,8.43,7.69,-63.18,-1.36,78.94,-14.71,24.48,-49.22,-14.53,50.29,-12.99,1.99,
21.44,-10.81,-3.94,3.68,13.03,-37.42,-0.58,52.75,21.01,16.95,-42.62,0.90,60.77,-53.72,31.67,-39.17,-14.81,31.21,-45.69,21.52,
8.33,3.28,-2.17,8.81,12.75,-13.95,12.53,17.79,6.97,11.56,-57.68,9.20,68.63,-12.99,27.67,-45.20,-13.10,46.71,-22.88,16.34,
37.09,-7.97,-25.15,-2.00,16.64,-38.76,3.08,58.04,-4.95,21.40,-58.99,5.64,68.66,-16.42,32.65,-46.39,-15.62,47.66,-32.67,19.50,
21.68,-13.29,-15.86,-5.90,16.02,-51.79,5.41,65.87,0.33,26.34,-77.06,14.56,70.24,-22.99,35.63,-63.86,-14.39,57.26,-29.56,23.33,
30.08,-9.32,-16.02,-8.41,13.79,-37.73,-0.71,62.92,0.92,21.02,-63.86,3.60,67.99,-21.49,35.22,-51.71,-19.16,53.76,-29.12,18.37,
34.84,-11.26,-20.57,-28.75,18.34,-28.19,8.23,70.06,2.52,24.72,-62.68,9.70,76.60,-18.05,33.13,-50.53,-15.64,56.14,-23.65,20.81,
13.68,-17.85,5.42,1.10,20.64,-37.04,8.40,70.69,3.94,26.68,-70.20,13.28,67.43,-21.91,38.51,-64.58,-17.38,60.72,-32.74,25.18,
