-47.48,13.64,54.57,-10.56,20.27,-62.34,6.25,72.57,-12.79,24.24,-55.53,18.49,56.42,-17.21,24.35,-55.84,0.89,63.69,-23.10,24.86,
-59.75,14.74,81.97,-16.41,33.07,-75.53,1.60,88.01,-13.67,24.34,-71.04,19.16,74.49,-16.20,28.31,-72.62,-7.92,81.64,-25.45,29.50,
-64.40,12.14,78.90,-19.97,29.91,-79.66,2.18,91.39,-14.53,22.95,-74.80,20.75,66.94,-16.06,28.18,-77.23,-5.00,83.41,-23.19,28.74,
-61.36,14.17,81.77,-14.76,28.07,-74.57,9.32,82.83,-11.02,21.14,-69.34,27.43,75.06,-10.89,24.33,-74.25,4.66,83.27,-17.71,25.33,
-58.42,6.59,81.22,-18.02,32.08,-67.66,3.74,81.04,-8.09,24.35,-64.89,20.81,75.09,-9.10,30.58,-67.39,-2.07,81.52,-20.31,28.78,
-32.19,0.83,74.20,-17.13,20.48,-60.70,-0.41,76.24,-12.24,21.33,-56.49,16.03,66.07,-10.98,26.23,-59.92,-3.87,76.96,-20.00,25.52,
-39.54,-1.10,81.13,-15.55,22.34,-57.53,-4.27,90.52,-7.60,22.66,-55.03,13.92,72.08,-12.97,29.55,-56.70,-9.88,86.61,-21.63,26.25,
-55.65,3.69,76.57,-7.81,26.02,-67.08,-3.81,74.51,-25.75,20.24,-62.79,11.86,62.46,-27.01,25.85,-63.21,-7.98,64.60,-31.58,23.60,
-44.04,14.70,80.50,-13.26,28.17,-63.71,3.71,89.63,-5.08,19.31,-61.38,21.08,67.82,-2.10,25.38,-63.01,-3.63,80.37,-10.74,24.30,
-45.89,4.55,91.15,-16.83,24.50,-65.09,-0.28,89.36,-15.10,19.92,-62.04,14.94,70.11,-17.30,28.41,-63.14,-7.91,82.29,-25.22,24.17,
-51.61,3.76,93.60,-12.52,21.19,-67.47,0.60,85.80,-14.63,16.81,-62.41,22.34,83.68,-13.38,20.78,-63.48,-2.59,79.18,-22.52,18.54,
-50.53,7.38,84.03,-15.85,24.58,-60.46,2.77,89.05,-10.89,19.56,-58.18,20.43,71.92,-11.64,27.06,-59.71,-4.48,83.72,-20.39,24.83,
-46.89,1.46,81.00,-16.23,19.53,-64.35,2.70,83.18,-11.91,22.37,-63.58,16.93,68.37,-15.44,26.87,-64.66,5.35,78.60,-19.23,26.60,
-38.02,-4.15,88.11,-24.38,17.29,-57.57,0.41,85.93,-14.30,17.56,-57.15,8.52,76.15,-13.71,25.56,-55.08,-6.04,79.56,-19.43,16.91,
-41.59,0.54,85.81,-20.16,21.87,-60.70,4.25,92.61,-11.74,20.02,-59.12,23.53,77.81,-13.76,27.90,-59.73,-0.60,82.62,-20.49,19.67,
-53.24,-2.63,78.93,-26.18,30.34,-61.36,2.40,84.00,-18.92,29.87,-58.64,14.62,76.95,-19.88,35.93,-60.68,-1.85,79.60,-26.45,31.83,
-33.83,-1.81,95.13,-25.96,20.46,-42.61,0.95,91.11,-14.26,19.15,-40.68,16.94,71.02,-19.69,23.86,-43.12,-7.16,84.72,-26.81,20.82,
-40.08,-3.88,81.95,-26.88,22.29,-56.84,-7.14,87.61,-22.57,21.78,-55.32,11.74,82.08,-24.46,30.92,-55.79,-9.50,79.84,-31.50,25.53,
-47.57,0.82,72.35,-19.54,25.94,-59.74,-1.25,89.51,-19.23,24.49,-58.76,17.25,70.03,-24.81,34.80,-59.73,-5.60,79.79,-27.65,21.86,
-79.82,-3.61,81.92,-18.51,28.51,-88.95,-8.98,87.75,-18.44,24.38,-87.79,9.97,82.28,-23.62,35.36,-86.13,-18.04,82.69,-25.69,29.24,
-52.65,-0.14,71.24,-15.54,15.41,-86.66,-4.72,86.62,-15.33,22.40,-86.16,16.04,63.29,-18.29,30.40,-83.86,-10.59,76.70,-25.00,24.30,
-64.32,11.70,73.88,-13.58,27.62,-76.10,2.59,84.71,-11.64,18.93,-74.07,20.77,67.22,-17.24,24.22,-77.28,-4.64,79.82,-25.20,26.67,
-58.25,-0.20,75.64,-20.50,19.16,-86.59,-0.28,90.94,-7.72,18.01,-83.50,17.95,67.28,-11.93,25.05,-84.75,-6.97,82.43,-20.48,24.05,
-51.27,1.32,74.47,-17.66,19.65,-58.01,-4.72,88.66,-15.25,14.53,-56.79,11.90,74.15,-18.73,21.80,-57.95,-12.66,80.69,-27.47,19.63,
-64.16,4.31,74.65,-27.72,26.81,-68.87,-2.43,89.05,-14.18,17.49,-65.53,14.17,63.92,-10.87,20.65,-65.80,-12.92,75.49,-22.14,22.16,
-62.04,1.07,81.31,-13.03,19.73,-69.39,2.80,92.48,-13.09,14.96,-67.63,21.27,71.17,-13.23,18.70,-70.76,-7.43,88.12,-23.53,17.68,
